participant,jatosid,prolificid,condition,aihuman,matrixnumber,matrixtype,togetheropposed,statvar,answer,finalanswer,rt
131,455186,62bd42b72c2ccddf753b655b,Original Human StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,2,6,6,6188.700000017881
131,455186,62bd42b72c2ccddf753b655b,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,12,0,10408.90000000596
131,455186,62bd42b72c2ccddf753b655b,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,2,12,0,16353.0
131,455186,62bd42b72c2ccddf753b655b,NotOriginal Human StatVarL Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,1,0,0,6758.899999976158
131,455186,62bd42b72c2ccddf753b655b,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,0,0,4941.700000017881
131,455186,62bd42b72c2ccddf753b655b,Original Human StatVarR Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,2,6,6,11239.09999999404
131,455186,62bd42b72c2ccddf753b655b,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,6,6,4463.300000011921
131,455186,62bd42b72c2ccddf753b655b,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,1,6,6,5172.0
131,455186,62bd42b72c2ccddf753b655b,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,6,6,4354.9000000059605
131,455186,62bd42b72c2ccddf753b655b,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,1,6,6,3391.7000000178814
132,455185,5c1ebf5f658e9200017ae7e9,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,11,1,29733.20000000298
132,455185,5c1ebf5f658e9200017ae7e9,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,2,6,6,9685.89999999851
132,455185,5c1ebf5f658e9200017ae7e9,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,11,11,3797.10000000149
132,455185,5c1ebf5f658e9200017ae7e9,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,10,2,8740.199999999255
132,455185,5c1ebf5f658e9200017ae7e9,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,12,0,8812.89999999851
132,455185,5c1ebf5f658e9200017ae7e9,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,1,7,7,8965.300000000745
132,455185,5c1ebf5f658e9200017ae7e9,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,1,0,0,10140.60000000149
132,455185,5c1ebf5f658e9200017ae7e9,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,2,2,8115.699999999255
132,455185,5c1ebf5f658e9200017ae7e9,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,1,0,0,4524.0
132,455185,5c1ebf5f658e9200017ae7e9,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,2,12,0,8243.79999999702
132,455185,5c1ebf5f658e9200017ae7e9,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,6,6,3644.199999999255
132,455185,5c1ebf5f658e9200017ae7e9,Original Human StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,2,3,9,13385.099999997765
133,455188,5da35e177f1f7d001405f60b,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,2,10,2,17366.800000000745
133,455188,5da35e177f1f7d001405f60b,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,6,6,14701.199999999255
133,455188,5da35e177f1f7d001405f60b,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,6,6,4347.900000002235
133,455188,5da35e177f1f7d001405f60b,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,4,4,8457.5
133,455188,5da35e177f1f7d001405f60b,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,5,5,6249.60000000149
133,455188,5da35e177f1f7d001405f60b,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,12,0,3805.699999999255
133,455188,5da35e177f1f7d001405f60b,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,9,3,7802.300000000745
133,455188,5da35e177f1f7d001405f60b,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,10,2,7930.800000000745
133,455188,5da35e177f1f7d001405f60b,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,0,0,6133.400000002235
133,455188,5da35e177f1f7d001405f60b,Original Human StatVarL Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,1,2,2,6226.300000000745
133,455188,5da35e177f1f7d001405f60b,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,1,1,1,13667.800000000745
133,455188,5da35e177f1f7d001405f60b,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,9,3,5677.699999999255
134,455187,65f0f44f1cae5992a2cc2c8b,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,0,12,11185.399999976158
134,455187,65f0f44f1cae5992a2cc2c8b,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,12,0,6232.900000035763
134,455187,65f0f44f1cae5992a2cc2c8b,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,12,0,4868.100000023842
134,455187,65f0f44f1cae5992a2cc2c8b,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,12,12,6874.5
134,455187,65f0f44f1cae5992a2cc2c8b,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,0,0,7489.5
134,455187,65f0f44f1cae5992a2cc2c8b,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,12,12,5270.0
134,455187,65f0f44f1cae5992a2cc2c8b,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,0,0,5075.199999988079
134,455187,65f0f44f1cae5992a2cc2c8b,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,12,0,6109.899999976158
134,455187,65f0f44f1cae5992a2cc2c8b,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,2,0,12,4601.100000023842
134,455187,65f0f44f1cae5992a2cc2c8b,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,0,0,4330.900000035763
134,455187,65f0f44f1cae5992a2cc2c8b,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,12,0,5746.899999976158
134,455187,65f0f44f1cae5992a2cc2c8b,Original Human StatVarL Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,1,0,0,4873.800000011921
135,455189,561487ad7ffc8a0012812266,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,7,5,11118.5
135,455189,561487ad7ffc8a0012812266,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,1,0,0,9133.200000047684
135,455189,561487ad7ffc8a0012812266,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,0,0,4910.700000047684
135,455189,561487ad7ffc8a0012812266,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,4,8,9771.899999976158
135,455189,561487ad7ffc8a0012812266,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,5,5,6415.600000023842
135,455189,561487ad7ffc8a0012812266,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,12,0,6833.899999976158
135,455189,561487ad7ffc8a0012812266,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,2,12,0,3806.6999999284744
135,455189,561487ad7ffc8a0012812266,Original Human StatVarL Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,1,6,6,4814.100000023842
135,455189,561487ad7ffc8a0012812266,Original Human StatVarR Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,2,10,2,7196.100000023842
135,455189,561487ad7ffc8a0012812266,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,10,10,10364.299999952316
135,455189,561487ad7ffc8a0012812266,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,2,8,4,9419.599999904633
135,455189,561487ad7ffc8a0012812266,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,3,3,7777.400000095367
136,455190,6090578fb2299eacaec32b7a,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,12,0,17049.400000095367
136,455190,6090578fb2299eacaec32b7a,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,0,0,15625.100000143051
136,455190,6090578fb2299eacaec32b7a,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,6,6,10228.0
136,455190,6090578fb2299eacaec32b7a,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,12,0,20494.200000047684
136,455190,6090578fb2299eacaec32b7a,Original Human StatVarR Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,2,7,5,32777.10000014305
136,455190,6090578fb2299eacaec32b7a,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,0,0,6199.200000047684
136,455190,6090578fb2299eacaec32b7a,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,5,7,8824.100000143051
136,455190,6090578fb2299eacaec32b7a,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,2,6,6,8683.5
136,455190,6090578fb2299eacaec32b7a,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,4,4,26814.10000014305
136,455190,6090578fb2299eacaec32b7a,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,5,5,6385.899999856949
136,455190,6090578fb2299eacaec32b7a,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,1,7,7,16697.200000047684
136,455190,6090578fb2299eacaec32b7a,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,4,4,19463.200000047684
137,455177,568e7e33e3ef9e000da202a7,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,6,6,9126.700000047684
137,455177,568e7e33e3ef9e000da202a7,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,6,6,5382.799999952316
137,455177,568e7e33e3ef9e000da202a7,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,12,0,8086.099999904633
137,455177,568e7e33e3ef9e000da202a7,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,1,1,10078.799999952316
137,455177,568e7e33e3ef9e000da202a7,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,6,6,6895.200000047684
137,455177,568e7e33e3ef9e000da202a7,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,12,0,5662.899999856949
137,455177,568e7e33e3ef9e000da202a7,Original Human StatVarL Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,1,12,12,3654.699999809265
137,455177,568e7e33e3ef9e000da202a7,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,12,0,3534.399999856949
137,455177,568e7e33e3ef9e000da202a7,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,0,0,3071.399999856949
137,455177,568e7e33e3ef9e000da202a7,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,0,0,4390.199999809265
137,455177,568e7e33e3ef9e000da202a7,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,0,0,3238.5
137,455177,568e7e33e3ef9e000da202a7,Original Human StatVarR Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,2,12,0,3896.199999809265
138,455179,656330bce859fe9d4d59f7cd,NotOriginal Human StatVarL Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,1,7,7,4155.199998855591
138,455179,656330bce859fe9d4d59f7cd,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,11,1,3682.800001144409
138,455179,656330bce859fe9d4d59f7cd,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,2,6,6,1034.7000007629395
138,455179,656330bce859fe9d4d59f7cd,Original Human StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,2,8,4,971.2999992370605
138,455179,656330bce859fe9d4d59f7cd,Original Human StatVarR Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,2,5,7,1205.599998474121
138,455179,656330bce859fe9d4d59f7cd,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,1,8,8,1101.7999992370605
138,455179,656330bce859fe9d4d59f7cd,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,7,7,1127.7000007629395
138,455179,656330bce859fe9d4d59f7cd,Original Human StatVarL Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,1,2,2,1404.7999992370605
138,455179,656330bce859fe9d4d59f7cd,Original Human StatVarR Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,2,8,4,999.7999992370605
138,455179,656330bce859fe9d4d59f7cd,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,1,6,6,1171.6999988555908
138,455179,656330bce859fe9d4d59f7cd,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,0,0,1611.599998474121
138,455179,656330bce859fe9d4d59f7cd,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,2,7,5,898.5
139,455181,63617bda4e6367b26d53da86,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,10,2,10965.899999976158
139,455181,63617bda4e6367b26d53da86,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,1,1,2458.899999976158
139,455181,63617bda4e6367b26d53da86,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,2,10,2,1998.5999999642372
139,455181,63617bda4e6367b26d53da86,Original Human StatVarR Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,2,10,2,2239.199999988079
139,455181,63617bda4e6367b26d53da86,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,1,12,12,2422.5
139,455181,63617bda4e6367b26d53da86,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,3,3,2225.199999988079
139,455181,63617bda4e6367b26d53da86,Original Human StatVarL Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,1,9,9,3452.0
139,455181,63617bda4e6367b26d53da86,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,2,10,2,2544.0
139,455181,63617bda4e6367b26d53da86,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,9,9,2062.0
139,455181,63617bda4e6367b26d53da86,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,1,11,11,1837.199999988079
139,455181,63617bda4e6367b26d53da86,Original Human StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,2,9,3,1933.5
139,455181,63617bda4e6367b26d53da86,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,3,9,2014.8999999761581
140,455180,65b50dd4fcbc2780dfa8bf58,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,4,8,10203.800000011921
140,455180,65b50dd4fcbc2780dfa8bf58,Original Human StatVarL Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,1,1,1,8762.200000047684
140,455180,65b50dd4fcbc2780dfa8bf58,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,12,0,38460.69999998808
140,455180,65b50dd4fcbc2780dfa8bf58,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,11,1,11566.5
140,455180,65b50dd4fcbc2780dfa8bf58,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,1,5,5,15608.199999988079
140,455180,65b50dd4fcbc2780dfa8bf58,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,1,1,11978.300000011921
140,455180,65b50dd4fcbc2780dfa8bf58,Original Human StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,2,5,7,5369.099999964237
140,455180,65b50dd4fcbc2780dfa8bf58,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,1,2,2,10942.0
140,455180,65b50dd4fcbc2780dfa8bf58,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,7,7,8904.400000035763
140,455180,65b50dd4fcbc2780dfa8bf58,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,1,1,6192.900000035763
140,455180,65b50dd4fcbc2780dfa8bf58,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,7,5,5832.300000011921
140,455180,65b50dd4fcbc2780dfa8bf58,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,9,3,9853.699999988079
141,455197,5ba288c63fd80800016308c4,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,2,9,3,11106.89999999106
141,455197,5ba288c63fd80800016308c4,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,2,7,5,2530.5999999940395
141,455197,5ba288c63fd80800016308c4,Original Human StatVarR Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,2,5,7,4536.20000000298
141,455197,5ba288c63fd80800016308c4,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,2,8,4,10383.20000000298
141,455197,5ba288c63fd80800016308c4,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,1,8,8,1324.9000000059605
141,455197,5ba288c63fd80800016308c4,Original Human StatVarL Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,1,6,6,1506.7000000029802
141,455197,5ba288c63fd80800016308c4,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,3,9,2130.4000000059605
141,455197,5ba288c63fd80800016308c4,Original Human StatVarL Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,1,4,4,1034.699999988079
141,455197,5ba288c63fd80800016308c4,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,4,4,3358.8999999910593
141,455197,5ba288c63fd80800016308c4,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,1,9,9,1331.0
141,455197,5ba288c63fd80800016308c4,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,7,5,2761.7000000029802
141,455197,5ba288c63fd80800016308c4,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,1,7,7,1323.0
142,455198,65d87f13aa1b29670a82a47c,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,0,12,13668.800000000745
142,455198,65d87f13aa1b29670a82a47c,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,1,0,0,10559.5
142,455198,65d87f13aa1b29670a82a47c,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,0,0,4499.900000002235
142,455198,65d87f13aa1b29670a82a47c,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,11,1,8028.20000000298
142,455198,65d87f13aa1b29670a82a47c,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,0,0,2668.300000000745
142,455198,65d87f13aa1b29670a82a47c,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,0,12,2326.0
142,455198,65d87f13aa1b29670a82a47c,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,2,8,4,4886.60000000149
142,455198,65d87f13aa1b29670a82a47c,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,2,0,12,4062.39999999851
142,455198,65d87f13aa1b29670a82a47c,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,4,4,3007.800000000745
142,455198,65d87f13aa1b29670a82a47c,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,3,9,2178.5
142,455198,65d87f13aa1b29670a82a47c,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,4,4,5105.300000000745
142,455198,65d87f13aa1b29670a82a47c,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,5,5,4724.79999999702
143,455201,5d5b0dd7c032a2001ad7cf5d,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,11,1,50970.40000009537
143,455201,5d5b0dd7c032a2001ad7cf5d,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,2,10,9286.400000095367
143,455201,5d5b0dd7c032a2001ad7cf5d,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,12,12,3387.5999999046326
143,455201,5d5b0dd7c032a2001ad7cf5d,Original Human StatVarL Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,1,12,12,6742.5
143,455201,5d5b0dd7c032a2001ad7cf5d,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,6,6,4046.9000000953674
143,455201,5d5b0dd7c032a2001ad7cf5d,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,0,0,1705.0999999046326
143,455201,5d5b0dd7c032a2001ad7cf5d,Original Human StatVarL Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,1,0,0,3043.899999856949
143,455201,5d5b0dd7c032a2001ad7cf5d,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,12,0,3214.7999999523163
143,455201,5d5b0dd7c032a2001ad7cf5d,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,10,2,2491.5
143,455201,5d5b0dd7c032a2001ad7cf5d,Original Human StatVarR Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,2,12,0,2557.5999999046326
143,455201,5d5b0dd7c032a2001ad7cf5d,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,4,4,4623.0
143,455201,5d5b0dd7c032a2001ad7cf5d,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,12,12,3078.399999856949
144,455199,65a93a244b7588ce2fb91edf,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,2,10,2,15231.799999982119
144,455199,65a93a244b7588ce2fb91edf,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,1,0,0,12621.09999999404
144,455199,65a93a244b7588ce2fb91edf,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,1,0,0,5087.0999999940395
144,455199,65a93a244b7588ce2fb91edf,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,2,12,0,8269.5
144,455199,65a93a244b7588ce2fb91edf,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,12,0,10793.199999988079
144,455199,65a93a244b7588ce2fb91edf,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,0,0,6939.4000000059605
144,455199,65a93a244b7588ce2fb91edf,NotOriginal Human StatVarL Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,1,0,0,9746.800000011921
144,455199,65a93a244b7588ce2fb91edf,Original Human StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,2,4,8,13800.800000011921
144,455199,65a93a244b7588ce2fb91edf,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,2,0,12,3967.199999988079
144,455199,65a93a244b7588ce2fb91edf,Original Human StatVarR Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,2,9,3,4565.0999999940395
144,455199,65a93a244b7588ce2fb91edf,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,11,11,5867.5
144,455199,65a93a244b7588ce2fb91edf,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,1,6,6,7747.0
145,455203,6543e37f82c9a22f5550dfbd,Original Human StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,2,4,8,16189.40000000596
145,455203,6543e37f82c9a22f5550dfbd,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,8,8,10850.40000000596
145,455203,6543e37f82c9a22f5550dfbd,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,2,9,3,8894.199999988079
145,455203,6543e37f82c9a22f5550dfbd,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,0,0,15262.300000011921
145,455203,6543e37f82c9a22f5550dfbd,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,3,3,10430.300000011921
145,455203,6543e37f82c9a22f5550dfbd,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,2,9,3,5806.199999988079
